FRAMEID	COMMONNAME	SMILES	INCHI	CLASS?
CPD-6994	2S-eriodictyol	C3CC2OC1CCCCC1CC2OO[O-]CCCC3OO	InChI1S/C15H12O6/c16-8-4-111915-12206-1321-14155-87-1-2-91710183-7/h1-51316-19H6H2/p-1/t13-/m0/s1	false
CPD-6982	R-3-34-dihydroxyphenyllactate	CCCC1CCCOCOC1OO[O-]	InChI1S/C9H10O5/c10-6-2-1-53-76114-81291314/h1-3810-12H4H2H1314/p-1/t8-/m1/s1	false
CPD-9038	precorrin-1	CC3C4CC5CCCCC[O-]OCCC1CCCC[O-]OCCCO[O-]CN1CC2NCCCC[O-]OC2CCC[O-]OCCC3CCCO[O-]N4N5CC[O-]OCC[O-]O	InChI1S/C41H46N4O16/c1-4117-406061245-9-36525331-15-29-2211-385657193-7-3448492743-2914-28-2110-375455182-6-3346472542-2813-26-204-8-3550512312-3958593044-2616-324145-31/h162442-44H2-1517H21H3H4647H4849H5051H5253H5455H5657H5859H6061/p-8/b32-16-/t24-41+/m1/s1	false
6-KESTOSE	6-kestotriose	CC3OCOC2OCCOC1OCCOCCO1OCOCCO2OCOCCOC3OOO	InChI1S/C18H32O16/c19-1-6-923122613271631-634-185-2215291125833-183-30-174-211428102472-2032-17/h6-1619-29H1-5H2/t6-7-8-9-10-11-12+13-14+15+16-17-18+/m1/s1	false
CPD0-1137	5'5'''-diadenosine pentaphosphate	CC3CCCN2C1CCNCN1NNC2O3OOOPO[O-]OPO[O-]OPO[O-]OPO[O-]OPOCC6CCCN5C4CCNCN4NNC5O6OOO[O-]	InChI1S/C20H29N10O22P5/c21-15-9-1725-3-23-15295-27-919-13331131747-191-45-53353649-55394051-57434452-56414250-54373846-2-8-123214342048-830-6-28-10-162224-4-26-181030/h3-811-1419-2031-34H1-2H2H3536H3738H3940H4142H4344H2212325H2222426/p-5/t7-8-11-12-13-14-19-20-/m1/s1	false
ADP-GROUP	ADP group	CC3CCCN2C1CCNCN1NNC2O3OOOPOP[O-]OOO[O-]	null	false
CPD-68	1-aminocyclopropane-1-carboxylate	C[O-]OC1CC1[N+]	InChI1S/C4H7NO2/c5-41-2-4367/h1-25H2H67	false
D-HEXOSE-6-PHOSPHATE	D-hexose 6-phosphate	COPO[O-][O-]C1OCOCOCOCO1	InChI1S/C6H13O9P/c7-3-21-14-1611121315-61059438/h2-10H1H2H2111213/p-2	false
COA-GROUP	a coenzyme-A group	CCCCOCONCCCONCCSCOPOOPOOCC1COP[O-]O[O-]COCO1N3C2CCNNCN2NC3[O-][O-]	null	false
CPD-513	3-hydroxy-3-phenylpropanoyl-CoA	CCCCOCONCCCONCCSCOCCOC1CCCCC1COPOOPOOCC2COP[O-]O[O-]COCO2N4C3CCNNCN3NC4[O-][O-]	InChI1S/C30H44N7O18P3S/c1-3022542284333-9-8-203932-10-11-59-214012-183817-6-4-3-5-7-1714-52-58495055-57474851-13-19-2454-5644454623412953-1937-16-36-22-263134-15-35-272237/h3-715-1618-1923-25293841-42H8-14H21-2H3H3239H3343H4748H4950H2313435H2444546/p-4/t18?19-23-24-25+29-/m1/s1	false
CPD-10457	4-hydroxylamino-26-dinitrotoluene	CC1C[N+]O[O-]CCNOCC[N+][O-]O1	InChI1S/C7H7N3O5/c1-4-6912132-58-113-74101415/h2-3811H1H3	false
CPD-6362	3-hydroxyindolin-2-one	C1CCC2NCOCOCC12	InChI1S/C8H7NO2/c10-7-5-3-1-2-4-659-8711/h1-4710HH911	false
CPD-7409	&beta;-cryptoxanthin	CCCCCCCCCCCCCC1CCCCCCC1COCCCCCCCCC2CCCCCCC2CC	InChI1S/C40H56O/c1-3018-13-20-32323-25-37-34522-15-27-39377816-11-12-17-31219-14-21-33424-26-38-35628-364129-4038910/h11-1416-2123-263641H152227-29H21-10H3/b12-11+18-13+19-14+25-23+26-24+30-16+31-17+32-20+33-21+/t36-/m1/s1	false
CPD-4206	<i>trans</i>-zeatin riboside monophosphate	CCCOCCNC3NCNC2NC1CCCO1COP[O-][O-]OOOCNC23	InChI1S/C15H22N5O8P/c1-84-212-3-16-13-10-1418-6-17-13207-19-1015-12231122928-155-27-29242526/h26-7911-121521-23H3-5H21H3H161718H2242526/p-2/b8-2+/t9-11-12-15-/m1/s1	false
CPD-6978	4-coumaroyl-3'4'-dihydroxyphenyllactate	CCCC1CCCCC1OOCCC2CCCCC2OOCO[O-]O	InChI1S/C18H16O7/c19-13-5-1-112-6-134-8-172225-1618232410-12-3-7-142015219-12/h1-91619-21H10H2H2324/p-1/b8-4+/t16-/m1/s1	false
CPD-4101	24-methylenelophenol	CCCCCCCCC[CH]3CC[CH]4C2CC[CH]1CCCOCCCC1[CH]2CCCC34	InChI1S/C29H48O/c1-1821938-9-20423-12-13-25-22-10-11-24-215273015-17-29247262214-16-2823256/h101820-2123-2730H38-911-17H21-24-7H3/t20-21+23-24+25+26+27+28-29+/m1/s1	false
CPD-7615	1-naphthoate	CC2CCCC1CCCCC12O[O-]	InChI1S/C11H8O2/c12-111310-7-3-5-8-4-1-2-6-9810/h1-7HH1213/p-1	false
CPD1F-137	gibberellin A<sub>4</sub>	CC1C3CC4C1C[CH]5C2COOCCCCO2[CH]CC345CC[O-]O	InChI1S/C19H24O5/c1-9-7-18-8-1093-4-111819-6-5-1220172162324-1914191318152122/h10-1420H13-8H22H3H2122/p-1/t10-11-12+13-14-17+18+19-/m1/s1	false
CPD-17621	16-hydroxypalmitoyl-CoA	CCCCOCONCCCONCCSCOCCCCCCCCCCCCCCCOCOPOOPOOCC1COP[O-]O[O-]COCO1N3C2CCNNCN2NC3[O-][O-]	InChI1S/C37H66N7O18P3S/c1-3723249355040-18-17-274639-19-21-66-284716-14-12-10-8-6-4-3-5-7-9-11-13-15-20-4523-59-65565762-64545558-22-26-3161-6351525330483660-2644-25-43-29-333841-24-42-342944/h24-2630-32364548-49H3-23H21-2H3H3946H4050H5455H5657H2384142H2515253/p-4/t26-30-31-32+36-/m1/s1	false
CPD-720	6-deoxotyphasterol	CCCCCCOCOCC[CH]3CC[CH]4[CH]2CC[CH]1CCOCCCC1[CH]2CCCC34	InChI1S/C28H50O3/c1-1621732530263118422-9-10-23-21-8-7-19-15-202911-13-27195242112-14-2822236/h16-2629-31H7-15H21-6H3/t17-18-19-20+21-22+23-24-25+26+27-28+/m0/s1	false
CPD-7203	56-epoxy-3-hydroxy-9-apo-&beta;-caroten-9-one	CCCCC12CCCCC1O2COCCO	InChI1S/C13H20O3/c1-9145-6-13-11237-10158-1213416-13/h5-61015H7-8H21-4H3/b6-5+	false
CPD0-1123	<i>N</i>-acetyl-&beta;-neuraminate	CCONC1CCCC[O-]OOO[CH]1COCOCOO	InChI1S/C11H19NO9/c1-41412-7-5152-112010181921-978176163-13/h5-91315-1720H2-3H21H3H1214H1819/p-1/t5-6+7+8+9+11-/m0/s1	false
44-DIMETHYL-5ALPHA-CHOLEST-7-EN-3BET	44-dimethyl-5&alpha;-cholest-7-en-3&beta;-ol	CCCCCCCC[CH]4CC[CH]3CCCC[CH]2CCC[CH]1CCCCCCCC12O34	InChI1S/C29H50O/c1-1929-8-10-20322-12-13-23-21-11-14-25-2745263016-18-29257242115-17-2822236/h1119-2022-2630H8-1012-18H21-7H3/t20-22-23+24+25+26+28-29-/m1/s1	false
D-MYO-INOSITOL-1-MONOPHOSPHATE	1D-<i>myo</i>-inositol 1-monophosphate	C1OCOCOCOP[O-]O[O-]COCO1	InChI1S/C6H13O9P/c7-1-28410651131915-16121314/h1-11HH2121314/p-2/t1-2-3+4-5-6-/m1/s1	false
CPD-7028	pinostrobin	COC1CC2OCCCCCC1O2OC3CCCCC3	InChI1S/C16H14O4/c1-19-11-7-121716-13189-1420-15168-1110-5-3-2-4-6-10/h2-81417H9H21H3/t14-/m1/s1	false
CPD-12500	26-hydroxycastasterone	CCCCCCC2C3CCC4C1CCCC[CH]1CCCCCC234OOOCCCOOCCO	InChI1S/C28H48O6/c1-1413-291522533263416318-6-7-19-17-10-223021-11-2331243212-2821520178-9-2718194/h14-2123-262931-34H6-13H21-5H3/t14?15-16-17?18?19?20?21+23-24+25+26+27+28+/m0/s1	false
GDP-GROUP	GDP group	COPO[O-]OPO[O-]OC1OCCOCO1N3CNC2CONCNNC23	null	false
CPD-11505	olivetol	CCCCCC1CC[OH]CC[OH]C1	InChI1S/C11H16O2/c1-2-3-4-5-9-6-10128-11137-9/h6-812-13H2-5H21H3	false
CPD-7846	<i>S</i>-<i>cis</i>-<i>N</i>-methylstylopine	C[N+]16[CH]C3CCC1CC2COCO2C3CC5CC4COCO4CC5C6	InChI1S/C20H20NO4/c1-21-5-4-13-7-18-1924-10-23-188-141316216-12-2-3-17-2015129-2125-11-22-17/h2-37-816H4-69-11H21H3/q+1/t16-21-/m0/s1	false
CPD-5601	<i>N</i>-monomethylethanolamine	C[N+]CCO	InChI1S/C3H9NO/c1-4-2-3-5/h4-5H2-3H21H3/p+1	false
CPD-8232	--&beta;-elemene	CCC1CCCCCCCCCCCC1	InChI1S/C15H24/c1-7-1569-8-13112310-14151245/h713-14H1-248-10H235-6H3/t13-14+15-/m1/s1	false
CPD-12115	demethylmenaquinol-8	CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC1CCOC2CCCCCCO12	InChI1S/C50H72O2/c1-38219-12-20-39321-13-22-40423-14-24-41525-15-26-42627-16-28-43729-17-30-44831-18-32-45935-36-46-37-495147-33-10-11-34-4847504652/h10-111921232527293133-353751-52H12-182022242628303236H21-9H3/b39-21+40-23+41-25+42-27+43-29+44-31+45-35+	false
CPD-11422	10-hydroxy-&alpha;-humulene	CC1CCCCCCOCCCCCCC1	InChI1S/C15H24O/c1-12-6-5-7-13214169-11-153410-8-12/h7-9111416H5-610H21-4H3/b11-9+12-8+13-7+	false
CPD-7222	<i>trans</i>-dodec-2-enoyl-CoA	CCCCCCCCCCCCSCCNCCCNCCCCOPOPOCC3OCN2C1CCNCN1NNC2CC3OP[O-][O-]OO[O-]O[O-]OCCOOOO	InChI1S/C33H56N7O17P3S/c1-4-5-6-7-8-9-10-11-12-13-244261-17-16-35-234114-15-36-31452844332319-54-60515257-59495053-18-22-2756-5846474826433255-2240-21-39-25-293437-20-38-302540/h12-1320-2226-283243-44H4-1114-19H21-3H3H3541H3645H4950H5152H2343738H2464748/p-4/b13-12+/t22-26-27-28?32-/m1/s1	false
CPD-6782	D-<i>myo</i>-inositol234trisphosphate	C1OCOCOPO[O-][O-]COPO[O-][O-]COP[O-][O-]OCO1	InChI1S/C6H15O15P3/c7-1-28419-22101112621-24161718531920-23131415/h1-9HH2101112H2131415H2161718/p-6/t1-2-3+4-5-6-/m0/s1	false
|NRPS-Group|	[non-ribosomal peptide synthase]group	CCCCOPO[O-]OCCN[a non-ribosomal peptide synthase]CO[a non-ribosomal peptide synthase]COCONCCCONCCS	null	false
CPD-12083	angiotensin-1-7	CCCCCONCCON1CCCC1COOCC2NCNC2NCOCCC3CCCOCC3NCOCNCOCCCCNCNNNCOCCCOONCCCC	InChI1S/C41H62N12O11/c1-5-22433386150-2917-24-19-45-20-47-24396253-15-7-9-305340636452-36592816-23-10-12-255413-11-2349-376032212351-3558278-6-14-46-41434448-3457264218-315556/h10-1319-2226-3032-3354H5-914-1842H21-4H3H4547H4857H4960H5061H5158H5259H5556H6364H4434446/t22-26+27+28+29+30+32+33+/m1/s1	false
ALCOHOL-GROUP	an alcohol group	CO[R1][R3][R2]	null	false
CPD-17647	dodecane-17-diol	CCCCCCOCCCCCCO	InChI1S/C12H26O2/c1-2-3-6-9-121410-7-4-5-8-11-13/h12-14H2-11H21H3	false
CPD-8058	D-galactosylononitol	COC1CCCCC1OOOOOC2CCCCO2COOOO	InChI1S/C13H24O11/c1-22-11-819617718920121124-13-102151641532-1423-13/h3-21H2H21H3/t3-4+5+6+7-8-9-10-11+12+13-/m1/s1	false
|A-LIDO-HEX-1:5_6:A|	a-lido-HEX-1:5|6:a	null	null	false
CPDQT-420	6-methylthiohexylglucosinolate	CSCCCCCCCNOSOO[O-]SC1OCCOCOCOCO1	InChI1S/C14H27NO9S3/c1-25-7-5-3-2-4-6-1015-24-2720212226-14-13191218111798-1623-14/h911-1416-19H2-8H21H3H202122/p-1/b15-10+/t9-11-12+13-14+/m1/s1	false
P-RIBOSYL-4-SUCCCARB-AMINOIMIDAZOLE	5'-phosphoribosyl-4-N-succinocarboxamide-5-aminoimidazole	COP[O-][O-]OC2COCOCN1CNCCONCC[O-]OCC[O-]ONC1O2	InChI1S/C13H19N4O12P/c14-10-7112216-41323241-6181915-3-171012-921820529-122-28-30252627/h3-58-91220-21H1-214H2H1622H1819H2324H2252627/p-4/t4?5-8-9-12-/m1/s1	false
CPD-548	<i>S</i>-formylglutathione	CNCOCCSCONCOCCC[N+]CO[O-]CO[O-]	InChI1S/C11H17N3O7S/c12-61120211-2-81614-74-22-5-15101913-3-91718/h5-7H1-412H2H1319H1416H1718H2021/p-1/t6-7-/m0/s1	false
CPD-4945	+-neoisomenthol	CCC1CCCCC1OCC	InChI1S/C10H20O/c1-729-5-4-836-10911/h7-11H4-6H21-3H3/t8-9-10-/m1/s1	false
CPD-4573	14-oxolanosterol	CCCCCCC[CH]1C2CCCOCC1C4CCC2C3[CH]CCCCOCC3CC4CC	InChI1S/C30H48O2/c1-2029-8-10-21322-14-18-3019-3124-11-12-25-2745263215-16-28256232413-17-2922307/h91921-2225-2632H810-18H21-7H3/t21-22-25+26+28-29-30-/m1/s1	false
LI+	Li<sup>+</sup>	[Li+]	InChI1S/Li/q+1	false
CPD0-1437	UO<sup>2+</sup>	O[U++]O	InChI1S/2O.U/q;;+2	false
CPD-11667	trihydroxyferuloyl spermidine	COC1COCOCCC1CCCONCCCCNCCCNCCCC2CCOCOCOCC2OCOCCC3CCOCOCOCC3	InChI1S/C37H43N3O12/c1-50-29-20-2317-26413529477-10-324438-13-4-5-15-40344612-9-25-19-284337493122-2552-316-6-14-39-334511-8-24-18-274236483021-2451-2/h7-1217-2241-4347-49H4-613-16H21-3H3H3844H3945/b10-7+11-8+12-9+	false
CPD-12575	UDP-&alpha;-D-glucose	COC1COCOCOCO1OPOPO[O-]OCC2OCCOCO2N3CCCONCO3[O-]O	InChI1S/C15H24N2O17P2/c18-3-5-820102212241432-533-36282934-35262730-4-6-92111231331-617-2-1-71916-151725/h1-25-68-141820-24H3-4H2H2627H2829H161925/p-2/t5-6-8-9-10+11-12-13-14-/m1/s1	false
CPD-7145	delphinidin 3-<i>O</i>-rutinoside	CC5COCOCOCOCC1COCOCOCO1OC3CC2CCOCOCOC2[O+]C4CC3C[O-]CCOC4O5	InChI1S/C27H30O16/c1-8-1832213523372640-839-7-17-2034223624382743-1742-16-6-11-12294-10285-151141-25169-2-1330193314313-9/h2-6817-1820-2426-273234-38H7H21H3H4-2829303133/t8-17-18-20-21+22+23+24-26-27-/m1/s1	false
LANOSTEROL	lanosterol	CCCCCCC[CH]1C2CCCCC1C4CCC2C3[CH]CCCCOCC3CC4CC	InChI1S/C30H50O/c1-20210-9-11-21322-14-18-30824-12-13-25-2745263116-17-28256232415-19-2922307/h1021-2225-2631H911-19H21-8H3/t21-22-25+26+28-29-30+/m1/s1	false
CPD3O-4151	4-tyrosol	C1CCCCC1OCCO	InChI1S/C8H10O2/c9-6-5-7-1-3-8104-2-7/h1-49-10H5-6H2	false
CPD1F-138	gibberellin A<sub>12</sub>-aldehyde	CC1C2CC3C1C[CH]4CCCCCCC[CH]CC234C[O-]OCO	InChI1S/C20H28O3/c1-12-9-20-10-13125-6-15201827-4-8-1931722231618142011-21/h1113-16H14-10H22-3H3H2223/p-1/t13-14+15+16+18+19-20-/m1/s1	false
CPD-8077	1-18:1-2-16:2-monogalactosyldiacylglycerol	CCCCCCCCCCCCCCCCCCOCCCOC1OCCCC1OOOCOOCCCCCCCCCCCCCCCCOO	InChI1S/C43H76O10/c1-3-5-7-9-11-13-15-17-18-20-21-23-25-27-29-31-384550-34-3635-51-43-4249414840473733-4453-4352-394632-30-28-26-24-22-19-16-14-12-10-8-6-4-2/h121417-192236-3740-4447-49H3-111315-1620-2123-35H21-2H3/b14-12-18-17-22-19-/t36-37-40+41+42-43-/m1/s1	false
DELTA1-PIPERIDEINE-2-CARBOXYLATE	1-piperideine-2-carboxylate	C1NCCCC1CO[O-]	InChI1S/C6H9NO2/c8-695-3-1-2-4-7-5/h1-4H2H89/p-1	false
SUCC-S-ALD	succinate semialdehyde	C[CH]OCCO[O-]	InChI1S/C4H6O3/c5-3-1-2-467/h3H1-2H2H67/p-1	false
CPDQT-38	3-5'-methylthiopentylmalate	CSCCCCCCCOCO[O-]CO[O-]	InChI1S/C10H18O5S/c1-16-6-4-2-3-5-791213811101415/h7-811H2-6H21H3H1213H1415/p-2	false
CPD-15643	UDP-<i>N</i>-acetyl-&beta;-L-pneumosamine	CC3COCCCOPOPOCC1CCCO1N2CCCNC2OOOO[O-]O[O-]OO3NCCOO	InChI1S/C17H27N3O16P2/c1-6-112313251018-72211633-635-38303136-37282932-5-8-122414261534-820-4-3-92219-172027/h3-46810-1623-26H5H21-2H3H1821H2829H3031H192227/p-2/t6-8+10+11+12+13-14+15+16+/m0/s1	false
IMP	IMP	COPO[O-][O-]C1OCCOCO1N3CNC2CONCNC23	InChI1S/C10H13N4O8P/c15-6-41-21-2318192022-10761614-3-13-5-81411-2-12-9517/h2-46-71015-16H1H2H111217H2181920/p-2/t4-6-7-10-/m1/s1	false
CPD-13455	justicidin B	COC5COCCC4CC2CC1OCOC1CC2C3COOCC3CC4C5	InChI1S/C21H16O6/c1-23-16-7-12-5-13-9-25-212220131914128-171624-211-3-4-15-186-1127-10-26-15/h3-8H9-10H21-2H3	false
CPD-10515	9R10S-dihydroxystearate	CCCCCCCCCOCOCCCCCCCC[O-]O	InChI1S/C18H36O4/c1-2-3-4-5-7-10-13-1619172014-11-8-6-9-12-15-182122/h16-1719-20H2-15H21H3H2122/p-1/t16-17+/m0/s1	false
CPD-9936	magnoflorine	C[N+]1CCCC4C3C1CC2CCOCOCCC2C3COCOCC4	InChI1S/C20H23NO4/c1-2128-7-12-10-1525-4202318-161213219-11-5-6-1424-31922171118/h5-61013H7-9H21-4H3H-2223/p+1/t13-/m0/s1	false
CPD-11523	OPC6-3-hydroxyacyl-CoA	CCCCCC4COCCCCCCCOCCSCCNCOCCNCOCOCCCCOPOOPOOCC1COP[O-]O[O-]COCO1N3C2CCNNCN2NC3[O-][O-]O4	InChI1S/C37H60N7O19P3S/c1-4-5-6-10-24-2211-12-2524468-7-9-234517-284867-16-15-39-274713-14-40-35513250372319-60-66575863-65555659-18-26-3162-6452535430493661-2644-21-43-29-333841-20-42-342944/h5-620-242630-32364549-50H47-19H21-3H3H3947H4051H5556H5758H2384142H2525354/p-4/b6-5-/t22?23-24?26+30+31+32-36+/m0/s1	false
CPD-9762	neral	CCCCCCCCCCO	InChI1S/C10H16O/c1-925-4-6-1037-8-11/h57-8H46H21-3H3/b10-7-	false
CPDQT-419	8-methylthiooctyldesulfoglucosinolate	CSCCCCCCCCCNOSC1OCCOCOCOCO1	InChI1S/C16H31NO6S2/c1-24-9-7-5-3-2-4-6-8-1217-2225-16-1521142013191110-1823-16/h1113-1618-22H2-10H21H3/b17-12+/t11-13-14+15-16+/m1/s1	false
PUTRESCINE	putrescine	C[N+]CCC[N+]	InChI1S/C4H12N2/c5-3-1-2-4-6/h1-6H2/p+2	false
CPD-15447	protopanaxatriol	CCCCCC[CH]1[CH]2CCCC1C3CCCO[CH]4CCOCCCC[CH]CCO234CCCOC	InChI1S/C30H52O4/c1-18210-9-13-3083419-11-15-2862419203116-22-27514-12-233326342527213217-2922287/h1019-2531-34H911-17H21-8H3/t19-20+21-22+23-24-25-27+28+29+30-/m0/s1	false
CPD-8927	+-sesamolinol	COC1CCCCCO1OC2OC[CH]3COC[CH]23C4CCC5OCOCC45	InChI1S/C20H20O7/c1-22-17-7-123-4-15172127-20-14-9-23-1913148-24-2011-2-5-16-186-1126-10-25-16/h2-713-1419-21H8-10H21H3/t13-14-19+20+/m0/s1	false
HYDRPHENYLAC-CPD	4-hydroxyphenylacetaldehyde	[CH]OCC1CCCOCC1	InChI1S/C8H8O2/c9-6-5-7-1-3-8104-2-7/h1-4610H5H2	false
CPD-12857	LL-di-<i>myo</i>-inositol 13'-phosphate	C2OCOCOCOP[O-]OC1COCOCOCOCO1OCOCO2	InChI1S/C12H23O14P/c13-1-31571911820411625-27232426-12-921517214618101222/h1-22HH2324/p-1/t1-2-3-4+5-6+7-8-9+10+11-12-	false
CPD-13371	pseudoionone	CCCCCCCCCCCCCO	InChI1S/C13H20O/c1-1127-5-8-1239-6-10-13414/h6-79-10H58H21-4H3/b10-6+12-9+	false
CPD-7078	GDP-&beta;-L-gulose	CC4OCOPO[O-]OPO[O-]OCC1OCCOCO1N3CNC2CONCNNC23COCOCO4O	InChI1S/C16H25N5O16P2/c17-16-19-12-6132820-1618-3-211214-1026824534-142-33-38293037-39313236-15-112792572341-2235-15/h3-57-1114-1522-27H1-2H2H2930H3132H317192028/p-2/t4-5+7+8+9-10+11-14+15+/m0/s1	false
CPD-8065	verbascose	COC1COCOCOCO1OCC2COCOCOCO2OCC5COCOCOCOCC4COCOCOCOC3COCOCOCCOO3O4O5	InChI1S/C30H52O26/c31-1-7-1234173921432651-748-3-9-1335184022442752-949-4-10-1436194123452853-1050-5-11-1537204224462954-1156-306-332547163882-3255-30/h7-2931-47H1-6H2/t7-8-9-10-11-12+13+14+15-16-17+18+19+20+21-22-23-24-25+26+27+28+29-30+/m1/s1	false
CPD-7682	<i>S</i>-2345-tetrahydropiperidine-2-carboxylate	CC1CCCCN1[O-]O	InChI1S/C6H9NO2/c8-695-3-1-2-4-7-5/h4-5H1-3H2H89/p-1/t5-/m0/s1	false
HCN	hydrogen cyanide	CN	InChI1S/CHN/c1-2/h1H	false
CPD-334	23-dioxo-L-gulonate	CCCCCC[O-]OOOOOO	InChI1S/C6H8O7/c7-1-283941051161213/h2-37-9H1H2H1213/p-1/t2-3+/m0/s1	false
DTDP-DEOH-DEOXY-GLUCOSE	dTDP-4-dehydro-6-deoxy-&alpha;-D-glucopyranose	CC1CNCONCO1C3CCOCCOPO[O-]OPO[O-]OC2OCCCOCOCO2O3	InChI1S/C16H24N2O15P2/c1-6-4-18162417-1462310-3-819931-105-29-34252633-35272832-15-1322122111207230-15/h47-1012-13151921-22H35H21-2H3H2526H2728H172324/p-2/t7-8+9-10-12+13-15-/m1/s1	false
CHORISMATE	chorismate	CCCO[O-]OC1COCCCC[O-]OC1	InChI1S/C10H10O6/c1-59121316-8-4-61014152-3-7811/h2-47-811H1H2H1213H1415/p-2/t7-8-/m1/s1	false
CPD-734	--jasmonate	CCCCCC1COCCC1CC[O-]O	InChI1S/C12H18O3/c1-2-3-4-5-10-98-1214156-7-111013/h3-49-10H25-8H21H3H1415/p-1/b4-3-/t9-10-/m1/s1	false
3-HEXAPRENYL-4-HYDROXY-5-METHOXYBENZOATE	3-methoxy-4-hydroxy-5-<i>all-trans</i>-hexaprenylbenzoate	CCCCCCCCCCCCCCCCCCCCCCCCC1CCOCCCC[O-]OC1OCCCCCC	InChI1S/C38H56O4/c1-28214-9-15-29316-10-17-30418-11-19-31520-12-21-32622-13-23-33724-25-34-26-3538404127-3642-8373439/h14161820222426-2739H9-13151719212325H21-8H3H4041/p-1/b29-16+30-18+31-20+32-22+33-24+	false
CPD-2184	1-oleoyl-2-3E-hexadecenoyl-phosphatidylglycerol	CCCCCCCCCCCCCCCCCCOOCCOCOCCCCCCCCCCCCCCCCOPO[O-]OCCCOO	InChI1S/C40H75O10P/c1-3-5-7-9-11-13-15-17-18-20-21-23-25-27-29-31-394347-35-3836-49-51454648-34-374233-4150-404432-30-28-26-24-22-19-16-14-12-10-8-6-4-2/h17-18283037-3841-42H3-1619-272931-36H21-2H3H4546/p-1/b18-17-30-28+/t37-38+/m0/s1	false
1-2-DIPALMITOYLPHOSPHATIDYLCHOLINE	12-dipalmitoyl-phosphatidylcholine	CCCCCCCCCCCCCCCCOCCOCOCCCCCCCCCCCCCCCCOPOCC[N+]CCC[O-]OO	InChI1S/C40H80NO8P/c1-6-8-10-12-14-16-18-20-22-24-26-28-30-32-394246-36-3837-48-50444547-35-34-4134549-404333-31-29-27-25-23-21-19-17-15-13-11-9-7-2/h38H6-37H21-5H3/t38-/m1/s1	false
CPD-14223	1-heptadecene	CCCCCCCCCCCCCCCCC	InChI1S/C17H34/c1-3-5-7-9-11-13-15-17-16-14-12-10-8-6-4-2/h3H14-17H22H3	false
CPD0-2041	imidodiphosphate	NPO[O-]OPO[O-][O-]	InChI1S/H5NO6P2/c2-8341-9567/hH51234567/p-3	false
ARABINOSE-5P	<i>aldehydo</i>-D-arabinose 5-phosphate	[CH]OCCCCOP[O-][O-]OOOO	InChI1S/C5H11O8P/c6-1-3759482-13-14101112/h13-57-9H2H2H2101112/p-2/t3-4-5+/m1/s1	false
GALACTOSE	&beta;-D-galactose	COC1OCOCOCOCO1	InChI1S/C6H12O6/c7-1-2-384951061112-2/h2-11H1H2/t2-3+4+5-6-/m1/s1	false
CPD-8143	6-O-&beta;-D-glucosyl-6-hydroxyflavone	COC4OCOC3CC2COCC1CCCCC1CCO2CC3COCOCO4	InChI1S/C21H20O8/c22-10-17-1824192520262129-1727-12-6-7-15-138-1214239-1628-1511-4-2-1-3-5-11/h1-917-2224-26H10H2/t17-18-19+20-21-/m1/s1	false
DIHYDRO-NEO-PTERIN	78-dihydroneopterin	C1NC2NCNNCOCNC1COCOCO2	InChI1S/C9H13N5O4/c10-9-13-7-581814-912-31-11-76174162-15/h4615-17H1-2H2H41011131418/t4-6+/m1/s1	false
DUTP	dUTP	CC2CCCN1CNCCC1OOO2OOPOPOPO[O-][O-][O-]O[O-]O	InChI1S/C9H15N2O14P3/c12-5-3-811-2-1-71310-9111423-654-22-27181925-28202124-26151617/h1-25-6812H3-4H2H1819H2021H101314H2151617/p-4/t5-6+8+/m0/s1	false
CPD-7725	phaseic acid	CCCCC1C2CCCC1COC2OCOCC[O-]O	InChI1S/C15H20O5/c1-106-1217184-5-15191327-11168-1415320-9-13/h4-619H7-9H21-3H3H1718/p-1/b5-4+10-6-/t13?14-15-/m0/s1	false
CPD-15147	<i>Z</i>-24-dihydroxycinnamate	CO[O-]CCC1COCCOCC1	InChI1S/C9H8O4/c10-7-3-1-68115-72-4-91213/h1-510-11HH1213/p-1/b4-2-	false
CPD-11528	OPC4-3-ketoacyl-CoA	CCCCCC4COCCCCCOCCOSCCNCOCCNCOCOCCCCOPOOPOOCC1OCCC1OP[O-]O[O-]ON3C2CCNNCN2NC3[O-][O-]4	InChI1S/C35H54N7O19P3S/c1-4-5-6-7-22-208-9-23224414-214315-264665-13-12-37-254510-11-38-33493048352317-58-64555661-63535457-16-24-2960-6250515228473459-2442-19-41-27-313639-18-40-322742/h5-618-20222428-303447-48H47-17H21-3H3H3745H3849H5354H5556H2363940H2505152/p-4/b6-5-/t20?22?24-28-29-30+34-/m1/s1	false
CPD-13373	4813-trimethylhexadeca-heptaenedial	CCCCCCCCCCOCCCCCCCCOC	InChI1S/C19H22O2/c1-1711-6-12-19314-8-16-219-4-5-10-18213-7-15-20/h4-16H1-3H3/b5-4+11-6+13-7+14-8+17-9+18-10+19-12+	false
